City,Date,Shape,State,Summary
Louisville,4/18/17 02:00,Light,KY,"Erratic moving craft seen apx 2:00, unlike any common aircraft i see on a daily basis.."
Sherman Oaks,4/18/17 01:00,Triangle,CA,Silent aircraft flying in formation at night without nav lights. ((anonymous report))
Columbia,4/18/17 00:00,Unknown,SC,"Large object (larger than a C-130), Unbelievable Speeds, Bright White light that shifts into different color lights, No Sound"
Grant,4/17/17 23:15,Formation,MI,"String of lights in sky staying stationary, then disappearing. ((anonymous report))"
Slidell,4/17/17 22:30,Circle,LA,"Bright twinkling lights in the sky over Slidell, LA."
Rockville,4/17/17 22:18,Circle,MD,"Grey, circular object with no lights or sound gliding swiftly across the sky. ((anonymous report))"
Sugarland,4/17/17 22:00,Sphere,TX,"~22:00, I was walking home and looked towards the sky to see what I thought was an airplane. ((anonymous report))"
Portsmouth,4/17/17 21:30,Light,OH,Observed three amber lights in formation coming from SE towards NW. 4 additional lights were observed following. ((anonymous report))
Ropar (Punjab)(India),4/17/17 21:30,Other,,"me,my wife and our son3.5 years old we all were on bike and suddenly my son starts saying plane in the sky the we saw that the light wa"
Ricetown,4/17/17 21:15,Light,KY,"Lights; Daniel Boone National Forest, Owsley County."
South Bend,4/17/17 21:00,Sphere,IN,"About 10 red lights rising in the sky, appeared to maneuver - second sighting in five years, same part of the sky."
Seymour,4/17/17 20:50,Circle,IN,Two orange ring shaped objects flying overhead
Gilbert,4/17/17 19:28,Cigar,AZ,Red/orbs San Tan peak/jet engine facility.
Dover,4/17/17 16:30,Unknown,DE,Airplane vanished and reappeared while hovering
Anaheim,4/17/17 10:10,Fireball,CA,Red orb spotted in daytime in Anaheim.
Vallejo,4/17/17 06:05,Unknown,CA,Red flare like light descending in the sky
Jefferson,4/17/17 04:56,Light,GA,"South of I-85 near Jefferson, GA, I saw a bright light fall from sky; no sound."
Sylvester,4/17/17 04:40,Light,GA,"A very bright green light shot across the sky, not very high in the sky. ((anonymous report))"
Jasper,4/17/17 03:58,Flash,AL,Large blue-green flash of light that turned white then sped up and flew across the sky and disappeared
Marysville,4/17/17 01:00,Triangle,WA,"Coming off 1-5 Marysville seen triangle object with red, blue, white lights fading in and out. Object was completely still."
Fort Lee,4/17/17 00:20,Changing,NJ,"Super fast plane stops and emits a very big and bright light. Another one approaches, does the same thing, while the other one left."
Ardsley,4/16/17 23:40,Cigar,PA,Looked as if it were flying straight for my house. Both were an orangey color. One stayed still while the other flew around it. The one
South Belot,4/16/17 23:10,Fireball,WI,"I'm sitting on my bed around 11:10 pm or 23:10 and I look out my window and I see a ball of light that's flashing white, red, blue, pin"
Big Timber,4/16/17 22:30,Other,MT,Lighter then light.
Ricetown,4/16/17 22:04,Flash,KY,Lights Daniel Boone Nat. Forest 4th night/five
Loveland,4/16/17 22:00,Egg,CO,"Loveland, CO, UFO red and yellow, egg-shaped object."
Rock Island,4/16/17 21:00,Fireball,WA,Glowing orange ball in the sky above wenatchee wa. MovING West to East. Fading out over rock island. ((anonymous report))
Taylorsville,4/16/17 21:00,Circle,UT,"9:00 P.M.: Three small circles lined up to make a triangle seen in the sky / 1:00 A.M.: Close encounter - humming noises, &quot;alien&q"
Las Vegas,4/16/17 21:00,Unknown,NV,Three reddish/amber lights that went out after approximately 5-7 minutes.
Ronkonkoma,4/16/17 20:33,Sphere,NY,"Observed near Ronkonkoma train station. Traveling northeast bound. Very fast, approximately 30 seconds to cross the visible portion of"
Portland,4/16/17 20:30,Oval,OR,Bright orange ball flying over house making rapid direction shift. ((anonymous report))
London (Enfield)(UK/England),4/16/17 20:30,Circle,,Bright Red UFO over North London with incredible manoeuvering capabilities.
Bolingbrook,4/16/17 20:00,Formation,IL,Was driving northbound interstate 355 when i noticed a large bright formation to the southwest of where we were and they were all at di
Oceanside,4/16/17 20:00,Light,CA,"Very bright light moving across the sky (zoom in pic, i think a solid craft with the light can be seen)."
Los Angeles,4/16/17 19:12,Other,CA,"Odd, almost humanoid UFO seen over Northeast LA (Highland Park/Hermon). ((NUFORC Note: We suspect a balloon. PD))"
Mookgophong (South Africa),4/16/17 17:45,Triangle,,Reflection of strange object in the water.
Arundel,4/16/17 10:22,Flash,ME,Low flying aircraft with flashing lights in oval shape with very little sound.
Linden,4/16/17 07:15,Other,NJ,the object was large and trident shaped.
Honolulu,4/16/17 00:38,Circle,HI,Saw a bright red light that looked like a helicopter at first but as it got closer it was flying too low. ((anonymous report))
Merrimack,4/15/17 23:58,Light,NH,White light moving slowly and changed direction
Dickinson (headed toward Galveston),4/15/17 22:30,Light,TX,Was around 10:30pm I looked up to see a red glowing orb about the size of an airplane. There was a green blinking light that looked to
Eastaboga,4/15/17 22:10,Light,AL,Three lights equal distance apart and level were flying west. Within 10 minutes no fewer than four jets with lights flashing rapidly ap
Boise,4/15/17 21:30,Triangle,ID,Two multicolored illuminated objects hovered above Boise and ascended vertically and vanishished out of site. ((anonymous report))
Norman,4/15/17 21:30,Light,OK,Two or three dozen white lights traveling north
Willowdale,4/15/17 20:30,Sphere,PA,"Orange glowing orb, pulsing, silent, slow moving, slightly redder in center at height of pulsation"
Newport News,4/15/17 20:30,Fireball,VA,Multiple ballistic-like fireballs/rockets?
Dothan,4/15/17 20:00,Light,AL,"Bright light near Dothan, Alabama sighted moving southward at extreme speed."
Lawrenceville,4/15/17 20:00,Triangle,GA,"I live a few miles from a small airport so I see alot of planes day an night, I was outside smoking a cigarette an looked up at this pl"
Elk Grove,4/15/17 18:09,,CA,Very fast jet.
North Myrtle Beach,4/15/17 10:15,Triangle,SC,Seen the one Arizona seen years ago.
Gordon,4/14/17 23:00,Circle,TX,Went to let the dogs out before bed..notice a star moving slowly from northeast to southwest. White like the stars…then it moved faste
Phoenix,4/14/17 23:00,Diamond,AZ,Diamond shaped crafts test my perception and direction following abilities.
Vancouver,4/14/17 22:50,Circle,WA,"Very bright orange/red circle in sky, traveling to N/NW. Made an arc. Disappeared in sky. Seemed to be pulsating and lasted for 2.5"
Monticello,4/14/17 22:30,Light,IN,"Walking home from seeing a movie, I noticed an object moving around in the sky. ((NUFORC Note: Possibly Jupiter?? PD))"
Santa Maria,4/14/17 22:20,Triangle,CA,Silent black triangle with landing gear no lights
Woodsville,4/14/17 22:05,Teardrop,NH,Green and orange teardrop shaped light traveling in a straight line over Rt. 10 in Haverhill NH.
Grant,4/14/17 22:00,Light,AL,Solid pair of lights moving very fast with up and down motion across the night sky. ((anonymous report))
Saint James,4/14/17 22:00,Egg,MO,Bright orange egg shaped lights shining in my windows.
Malibu,4/14/17 21:50,Changing,CA,Dull object changing shape and flashing while moving in and out of vision
Woodbury,4/14/17 21:00,Diamond,NY,"Blue lights descending for about 2 seconds in Woodbury, New York."
Poland,4/14/17 20:41,Unknown,ME,"Formation of lights unable to identify along with not knowing were the loud explosion sound came from, which startled my dogs."
Albuquerque,4/14/17 20:28,Light,NM,"Unbelievably fast object east of Albuquerque,NM"
Clearwater,4/14/17 19:45,Unknown,FL,Noticed 3 round perfect bright LED colored bright lights that were shaped semi pyramid formation. ((anonymous report))
Irvine/Costa Mesa (between),4/14/17 02:10,Circle,CA,I was driving on 405 freeway going north. I noticed red flashing orbs side by side.
Jackson,4/14/17 00:45,Circle,OH,"It was a round sphere w/ a ring around it the back side of the ring looked shadowed, ((anonymous report))"
Sawgrass area,4/13/17 23:28,Circle,FL,Sawgrass area round orange bright.
Wichita,4/13/17 23:23,Flash,KS,There was a flashing light that was to fast and bright to be a star and it was moving around at different speeds.
Clermont,4/13/17 22:30,Sphere,FL,Bright orange/red glowing object that moved from the E to the W across the clear night sky.
Great Barrington,4/13/17 22:00,Light,MA,"I was walking back from volleyball practice on my campus, the patch of trees in between a river and my campus faculty building suddenly"
Sister Bay,4/13/17 21:30,Light,WI,"2 Light UFOs in Door County, Wisconsin."
Savanagh,4/13/17 21:15,Sphere,GA,"Round orb or ball of bright white light seen at Johnson Square in Savannah, GA"
Plymouth,4/13/17 20:30,Fireball,MA,Pulsating/flickering fire ball orbs
Monona,4/13/17 20:30,Disk,WI,I looked up and saw a saucer like object in the sky. It was like that one amusement ride the gravatron. Atleast the shape. It was going
Ronkonkoma,4/13/17 18:20,Other,NY,Hovering black object seen in Ronkonkoma NY going eastbound on the Long Island Expressway
Sammamish,4/13/17 17:00,Light,WA,Two bright objects.
Mckee,4/13/17 16:30,,,Object seen twice moving low in Jackson County. Red lights on front. ((anonymous report))
Marysville,4/13/17 15:15,Fireball,WA,"I saw a multicolored FLAT CIRCLE in the sky, which was CLEARLY TOO CLOSE to be the SUN."
Des Moines,4/13/17 08:30,Circle,IA,Bright red object spotted above north side of Des Moines
Franklin,4/13/17 06:45,Light,GA,"My son and I were at the end of my driveway, watching the sw sky because we thought we had seen a fireball on the 11th and he says ther"
Phoenix,4/13/17 00:00,Cigar,AZ,"Red and yellow, stayed there for 1 whole hour."
Chino,4/12/17 23:00,Light,CA,"Green ball of light that came N of Chino, and went down heading SE past chino. ((anonymous report))"
Springfield,4/12/17 23:00,Sphere,VT,I looked up and there was a sphere slowly moving across the sky makeing it's way towards Windsor. ((anonymous report))
Creve Couer,4/12/17 22:25,Diamond,MO,Diamond shaped UFO with red & white lights observed strobing and moving back and forth.
Mount Pleasant,4/12/17 22:00,Disk,SC,"A glowing white object flew silently over our backyard just above the tree line, then swiftly flew off into the distance. 6 witnesses"
Marietta,4/12/17 22:00,Light,GA,Driving near intersection of Stilesboro Rd and Mars Hill road. Noticed neon blue light roughly west/southwest of my position. Went into
Acworth,4/12/17 22:00,Cross,GA,"Was blueish-purple color, still, no sound, cross shaped over west cobb county, watched for 30+ minutes no movement,small red object cam"
Frisco,4/12/17 21:00,Triangle,TX,Low-flying triangle.
Massapequa,4/12/17 21:00,Circle,NY,"Large Bright White Light Moving slowly high above my house, no noise, then Stopped."
Surfside Beach,4/12/17 20:52,Cigar,SC,"Single object with single bright light traveling at a high rate of speed, with no sound at a low altitude."
Norcross,4/12/17 20:50,Light,GA,"Standing in shopping center Beaver Ruin Rd.& I 85 saw super fast moving light to close to be star too bright. No noise heard, lost it w"
Taylorsville,4/12/17 20:45,Unknown,NC,"A very fast flying object, faster than a place could think to fly, white trail behind it. ((anonymous report))"
Pigeon Forge,4/12/17 20:44,Circle,TN,"Fireball? Over East Tennessee on April 12, 2017."
Conway,4/12/17 20:40,Light,SC,Shooting star turned out to be UFO with bright lights
Beaufort,4/12/17 20:40,Circle,SC,"Unexplained light in Beaufort, SC, sky."
Sylvester,4/12/17 20:15,Flash,GA,Shooting Star or UFO? ((anonymous report))
Asheboro,4/12/17 20:00,Light,NC,Very fast moving bright blue/white light.
Murray,4/12/17 20:00,Other,UT,Supersonic UFO observed in Salt Lake.
Rochelle,4/12/17 10:13,Formation,IL,4 straight line flashing lights. ((anonymous report))
Lincoln Park,4/12/17 04:00,Sphere,NJ,"First sighting--Went outside in the early morning to have a cigarette. Looked across the street, right in front of my townhouse betwe"
Luke Air Force Base,4/12/17 03:00,Chevron,AZ,"V-shaped UFO flew over Luke Air Force Base from white tanks, toward Phoenix."
Harrisville,4/12/17 01:00,Other,PA,Woke up in the middle of the nite with a weird looking flesh tone grey shape leaning down touching my R side. ((anonymous report))
Ricetown,4/11/17 23:25,Light,KY,"Lights: Daniel Boone National Forest, Owsley County."
Fayetteville,4/11/17 23:15,Disk,NC,"Several Large UFO sightings over Bladen Co., N.C. between 30 Dec 2016 and April 2017. ((anonymous report))"
Snow Camp,4/11/17 22:30,Disk,NC,"3 red lights circled my house once, then 2 lights appeared from behind the trees and travelled under the larger object."
Hartford,4/11/17 22:00,Light,SD,"Round, glows and blinks, maintains car speed and is near to me and the ground. Followed for miles. ((anonymous report))"
India (city not specified),4/11/17 21:25,Sphere,,Orange sphere shaped object.
Stem,4/11/17 21:07,Formation,NC,Flashing Triangular red light formation seen moving across sky.
Chandler,4/11/17 20:45,Light,AZ,"Exiting of the freeway, my son told me to look out to the west kind of higher in the sky.

We saw am amber circular light blink out,"
Clovis,4/11/17 20:40,Light,CA,White light traveling fast across the sky.
Show Low,4/11/17 20:30,Diamond,AZ,"Large object flew directly over house, was not more than 30 feet above our roof. It continued to circle the area for a bit hovering at"
Roanoke,4/11/17 20:30,,VA,"4/11/17 - Four star/planet-like (brightness) UFOs traveling from Roanoke, VA, area due north. Changing direction often."
New Orleans,4/11/17 20:24,Flash,LA,It was flahing moving fast. At first I thought it was a airplane. But then it was moving fast n then it would slow down. It had to many
